ResponseId,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,religion_cat,religion_denom
R_1FEQFaRkg4b1Mzb,Catholic,NA,A few times a year,Very important,Once a week,Catholic,Christian
R_3MsoNHy47jTEEia,Agnostic,NA,Seldom,Not at all important,Seldom,Agnostic,Non-religious
R_2P1g9Om0voVvYUx,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",NA,Never,Somewhat important,Several times a day,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_5jzNfYbDxqufREl,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1pQK4EaPl6XREum,Catholic,NA,Seldom,Not at all important,Never,Catholic,Christian
R_Z8K0RtAerhTCp57,Catholic,NA,Once a week,Very important,Several times a day,Catholic,Christian
R_sny3dNQJgJ4rV9D,"Spiritual but not religious,Agnostic",NA,Never,Somewhat important,Seldom,"Evangelical or ""born again""",Christian
R_865CEyhsxDQG7S1,Nothing in particular,NA,Seldom,Not at all important,Never,Nothing in particular,Non-religious
R_3h4TatVjQcFdfhc,Agnostic,NA,Never,Not too important,Seldom,Agnostic,Non-religious
R_pQQRjbjAQQdPP45,Agnostic,NA,Never,Somewhat important,Seldom,Agnostic,Non-religious
R_1F3UYvJtK7d8iXP,Protestant,NA,Once a week,Very important,Once a day,Protestant,Christian
R_3OelynXukLFWZY9,NA,NA,Never,Somewhat important,A few times a week,NA,Other
R_1ojUbPYO9p7F0j7,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3G1yPag1ppInCNl,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_tS5BWvLBxeo228p,Nothing in particular,NA,Seldom,Not at all important,Never,Nothing in particular,Non-religious
R_3dxq4kpJoCuBw2d,Agnostic,NA,Never,Not too important,Never,Agnostic,Non-religious
R_1r0veKqoqqrQnqC,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_2PppwaOHiQezusi,"Protestant,Christian, no specific denomination",NA,Seldom,Very important,Several times a day,More than one Christian identity,Christian
R_3MtGbaFkiOAeefA,Nothing in particular,I was raised as bible baptist but no longer affiliate with any.,Never,Not at all important,Never,Nothing in particular,Non-religious
R_O9ePNSizAH01OeZ,"Christian, no specific denomination",NA,A few times a year,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_3fxkQDzO8L3gd4q,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_3MQI3qtiU4pRDIf,"Buddhist,Some other world religion (Please describe below.)","It's difficult to comprehend what to put in place of ""spirits"" when your faith doesn't really have that at all. Similarly, trying to determine whether thoughts could harm someone. Theoretically, the answer is no... But we have practices such as metta meditation, so could the opposite be true? I don't think so... But I'm not entirely sure",A few times a year,Very important,A few times a week,More than one religion/spirituality,More than one religion/spirituality
R_3fZbcnPRHL9InkV,"Evangelical or ""born again""",NA,Once or twice a month,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_3MhELSbyrGG2d9N,Agnostic,Grew up in a family that had catholic and evangelical faiths.,Never,Not too important,Seldom,Agnostic,Non-religious
R_Zf2Ze5dhIwCsZHz,Catholic,none,Seldom,Very important,A few times a week,Catholic,Christian
R_2duVce7KxkrKlHD,Protestant,NA,Once a week,Very important,Once a day,Protestant,Christian
R_2TS0aAd62pI2RDb,Agnostic,"I was raised Catholic, but I chose Agnosticism in my 20s.",Seldom,Not too important,Seldom,Agnostic,Non-religious
R_2dyW7DgHKbyEZKQ,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2XcA7R6iL3jLPps,"Spiritual but not religious,Agnostic",NA,Never,Not at all important,A few times a month,"Evangelical or ""born again""",Christian
R_d7sqpvslrnLX3sR,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_bDCdt4oMoeVxnXj,Catholic,NA,Never,Somewhat important,A few times a month,Catholic,Christian
R_3ke1dgf5rehCu5x,Catholic,NA,Seldom,Somewhat important,A few times a month,Catholic,Christian
R_2COCS09k6YsjcsE,Protestant,none,A few times a year,Somewhat important,Once a week,Protestant,Christian
R_2Phwafz7VcYZDlY,NA,NA,Once a week,Very important,Several times a day,NA,Other
R_2wgYprcb3lfbJUD,"Protestant,Evangelical or ""born again"",Christian, no specific denomination","I've had a lot of different denominations influence me. My mother was raised Lutheran and my dad was raised Catholic. My mom became more religious when I was a toddler. I was baptized in the Reform Church (Calvinism) and attended a Presbyterian Church twice a week,  I moved at age 9 to Georgia where there are more charismatic/evangelical churches. I started attending evangelical church at 12 until 18. Attended Christian College and started deconstructing my faith. I now align mostly with mainline, progressive Protestant denominations (Episcopalian, United Church of Christ)",A few times a year,Somewhat important,A few times a week,"Evangelical or ""born again""",Christian
R_3Mtfok8EHEXDLXz,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_cP94E6LYAT2gw9j,"Jewish,Agnostic",NA,Never,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_1Cyls4TtHQfjDnY,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_3nVNR7WAOZ1Q8l4,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1Oweu0DysRd6Sy2,Spiritual but not religious,I love GOD,Seldom,Not too important,Several times a day,Spiritual but not religious,New Age / Spiritual
R_12sTmI8S6cFQwIE,Agnostic,NA,Seldom,Not too important,Never,Agnostic,Non-religious
R_3kn468fD0dDCi9d,Protestant,NA,A few times a year,Very important,Several times a day,Protestant,Christian
R_cI3ATTKhadi5wQh,Nothing in particular,NA,A few times a year,Not too important,A few times a month,Nothing in particular,Non-religious
R_2RanNcOi6kAZydW,"Christian, no specific denomination",NA,Once a week,Very important,Once a day,"Christian, no specific denomination",Christian
R_yxpOgc5Ih4Sl83L,Protestant,NA,Once or twice a month,Very important,Once a day,Protestant,Christian
R_2Tn3TaDzxEabCwp,"Christian, no specific denomination,Agnostic",NA,Never,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_290JiawmXxpisdi,"Christian, no specific denomination",NA,More than once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_2VF45cEmQj1zTC3,"Protestant,Christian, no specific denomination",no,More than once a week,Very important,Seldom,More than one Christian identity,Christian
R_T0D0W8lS1qm82ul,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_BtTVSQH0uExv73j,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_122TGaTxUJyRBXy,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1CIV81LI0UBYYN2,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_eGbyixBsmLcOH8l,Atheist,NA,Never,Somewhat important,Never,Atheist,Non-religious
R_1Nx2jZOMnSJedJ7,"Evangelical or ""born again""",NA,Once or twice a month,Very important,Once a week,"Evangelical or ""born again""",Christian
R_z05WAmdH5raeDOV,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_BYwtbGNhdM76vgB,Agnostic,NA,Seldom,Not at all important,A few times a month,Agnostic,Non-religious
R_1oGuIMYgRrQbzW1,"Christian, no specific denomination,Spiritual but not religious",NA,Seldom,Somewhat important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_2xV76xSu09X2hTO,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1TeTtpNVgaq9ClX,"Spiritual but not religious,Nothing in particular","Have had some experiences that have been difficult to make sense of, I relate to John Lennon's songs Imagine and Watching the Wheels, hard to find words for my experiences",Seldom,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_vBpvpJC9xjLC6Gt,Nothing in particular,NA,Seldom,Not too important,Seldom,Nothing in particular,Non-religious
R_9STaD2po4h4QkrD,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_xorkMIiVLVs6LFD,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2YyuyApnDBQzA54,Catholic,Nothing comes to mind,Once a week,Somewhat important,A few times a week,Catholic,Christian
R_2PpR9uFkFpYLjwm,"Christian, no specific denomination",NA,Never,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_2ta7gqI3oWdDkmT,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_qQjuhVeOKgxZwm5,Atheist,"Grew up christian, Kind of fell out and am more athiests as of lately.",Never,Not at all important,Never,Atheist,Non-religious
R_3neDHoXL6LcIypW,"Christian, no specific denomination",NA,A few times a year,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_2atzwwMVPbXTRUR,Nothing in particular,NA,Never,Not too important,Seldom,Nothing in particular,Non-religious
R_30wbUogUemyGXkS,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_1Pc36bnndsH4pvT,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_2dQshgPTnyo6KIk,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_O2NCQc5Yj26hdgl,"Spiritual but not religious,Something else (Please describe below.)",NA,Seldom,Somewhat important,Once a day,More than one religion/spirituality,More than one religion/spirituality
R_2cC79NNfXwDlCAh,Spiritual but not religious,NA,Never,Not at all important,Seldom,Spiritual but not religious,New Age / Spiritual
R_2CJU1nv6Jp3WMeE,"Evangelical or ""born again""",NA,A few times a year,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_bOAThiAcGREBEYx,Catholic,:),Seldom,Very important,A few times a week,Catholic,Christian
R_3fOFdwSnp37rXQT,"Christian, no specific denomination",NA,Once a week,Somewhat important,Once a day,"Christian, no specific denomination",Christian
R_3jdRkDvkgDZxiAC,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_WfmMDER0f6hFCO5,"Buddhist,Hindu",NA,A few times a year,Not too important,A few times a week,More than one religion/spirituality,More than one religion/spirituality
R_3O9B4XuhRxVLZXg,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_3Ld677lKjoKzJor,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3egfbOSmzbb62E2,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3M4nJb6BSP8Ct5h,Atheist,NA,Never,Not at all important,Seldom,Atheist,Non-religious
R_2WVhuIKKQdhsgJe,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3ijXeRkHnkluhpw,Protestant,Nope,Once a week,Somewhat important,A few times a month,Protestant,Christian
R_269YbrptyWDtJVH,Nothing in particular,NA,Seldom,Not at all important,Never,Nothing in particular,Non-religious
R_4Jhg4FT67sZevXr,Catholic,NA,Seldom,Not too important,Seldom,Catholic,Christian
R_2tchhqQ079Ugti1,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_1QA5d1DU4ICe0VH,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_2QstyU1NIJo709j,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1OounmjkDADUKy1,"Catholic,Agnostic,Atheist",I was raised Catholic but do not believe in God,Seldom,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_1DLP1AtYRRDB6CJ,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_2BmoIlQgbEYNsax,Hindu,NA,A few times a year,Very important,A few times a week,Hindu,Other World Religion
R_2Pp2hyiuNWYPXRs,"Catholic,Some other kind of Christianity (Please describe below.),Buddhist,Some other world religion (Please describe below.),Spiritual but not religious",I believe in a higher power and the mighty universe . Religion does not appeal to me anymore.   There is so much more out there .,Never,Not at all important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_1OZ9r9JM1Cttj6V,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1CeCDURG5oRZQSL,Buddhist,NA,Never,Not at all important,Seldom,Buddhist,Other World Religion
R_332dnATaKOVgwy2,Protestant,NA,Never,Not too important,Once a day,Protestant,Christian
R_2D2kyUELJZjSSBk,Catholic,NA,Once a week,Very important,Several times a day,Catholic,Christian
R_3qUKAzfMnECodeL,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_1mWrpsnbx5VitYr,Catholic,NA,Once a week,Somewhat important,Several times a day,Catholic,Christian
R_1jZ21bN52UPy7WW,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_32RNNCuRifXIKGK,Spiritual but not religious,NA,Never,Not at all important,Several times a day,Spiritual but not religious,New Age / Spiritual
R_3KIRxdWgqqefXda,Spiritual but not religious,NA,Never,Not at all important,Seldom,Spiritual but not religious,New Age / Spiritual
R_27QNwvyItGpYPGb,Protestant,None,Seldom,Very important,NA,Protestant,Christian
R_2zuyIrbTMBEVoet,"Christian, no specific denomination",NA,Never,Somewhat important,Never,"Christian, no specific denomination",Christian
R_1mtoWI59uzvlemu,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3PN3TmjaH99Prr4,Agnostic,NA,Seldom,Not too important,Seldom,Agnostic,Non-religious
R_2t3ax65uNUcwvHE,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3fuTkBg6riLUSqh,Catholic,NA,A few times a year,Not too important,Seldom,Catholic,Christian
R_1jNSoUzKTF17HK0,Muslim,NA,Once a week,Very important,Several times a day,Muslim,Other World Religion
R_5dMhF8cNA3W7dnP,Hindu,NA,Once or twice a month,Somewhat important,Never,Hindu,Other World Religion
R_2RaLjzOgDVQSWDx,Protestant,NA,Seldom,Not too important,Seldom,Protestant,Christian
R_1mEK0l20VN214Ge,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_24qQVW8qYqukDhH,Atheist,I was baptized Catholic and completed first communion in a Catholic church. Then I raised Lutheran. Now I do not practice or believe in the Christian God.,Never,Not at all important,Never,Atheist,Non-religious
R_3fCQx15C0D9DKNW,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_3OkX8suFyG2KDbL,"Pagan, Wiccan, or other New Age faiths,Agnostic",NA,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_1pnwOqt57ab1V7X,"Christian, no specific denomination",NA,Seldom,Somewhat important,Seldom,"Christian, no specific denomination",Christian
R_2g9fQpsNmHJSVR7,Protestant,NA,Seldom,Somewhat important,Once a day,Protestant,Christian
R_25XFKWcGaAVuYca,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1OT7gOAasxwzVSs,Catholic,NA,Once or twice a month,Somewhat important,A few times a month,Catholic,Christian
R_8pSdl8IWPAThZ1D,"Spiritual but not religious,Agnostic,Nothing in particular",NA,Never,Not at all important,Seldom,"Evangelical or ""born again""",Christian
R_2tG0dd2DYnZqOgN,Nothing in particular,NA,Never,Somewhat important,A few times a week,Nothing in particular,Non-religious
R_1NraHnLCKoKnvM8,"Catholic,Agnostic",NA,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_3CH6soR2933z9g1,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a month,"Christian, no specific denomination",Christian
R_1f2TH20l9vjAMu1,"Spiritual but not religious,Agnostic",I am unsure about the existence of god and I don't like organized religions.,Never,Not at all important,Seldom,"Evangelical or ""born again""",Christian
R_2y7oON77nOXqVSS,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2aPhZ6KQCA0heZ3,"Christian, no specific denomination",I have no comments.,Seldom,Very important,Once a day,"Christian, no specific denomination",Christian
R_2xPClUTCRtuWRRv,Catholic,NA,A few times a year,Somewhat important,A few times a month,Catholic,Christian
R_3RlU5YaxFcMJTIl,Catholic,NA,Seldom,Not too important,Seldom,Catholic,Christian
R_3PtWYEeWNeoTJVr,Protestant,NA,Never,Very important,A few times a week,Protestant,Christian
R_3PZRixW1tFOrgni,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_3KpF2vrJkAnspIE,Protestant,NA,Seldom,Very important,A few times a month,Protestant,Christian
R_21ib8Jl633pN4HA,Agnostic,NA,Never,Not too important,Seldom,Agnostic,Non-religious
R_29okt1BSZkoPqzg,"Christian, no specific denomination",NA,Once or twice a month,Very important,Several times a day,"Christian, no specific denomination",Christian
R_2tDrclYz7K3y7T8,Jewish,NA,More than once a week,Very important,Once a day,Jewish,Other World Religion
R_1DCKchXUD8qKPJW,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_cHFQtAgD3mwW2Ix,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3FP7Bkpk8RewMst,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_uqvwUFmWo1g3spX,Atheist,NA,Never,Not at all important,Seldom,Atheist,Non-religious
R_oXg9yhG9GGUuAM1,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_dpf3dZFAr6iY2SB,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_27Igqzo43kM0hzw,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",NA,Once a week,Very important,Several times a day,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",Christian
R_2ouQNAfb5UzAki5,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_1f3OgN3sXJOWQon,Buddhist,NA,Seldom,Not too important,A few times a month,Buddhist,Other World Religion
R_1LHUBMmMzGI1Fjs,Buddhist,NA,Never,Somewhat important,Never,Buddhist,Other World Religion
R_1dn9zmaEjsqZiIC,Catholic,NA,Once a week,Very important,Once a day,Catholic,Christian
R_3fBkUPVOKrvCtF6,"Christian, no specific denomination",NA,Never,Very important,Several times a day,"Christian, no specific denomination",Christian
R_3eq6CL0stCvwawG,Protestant,NA,Once or twice a month,Somewhat important,Once a week,Protestant,Christian
R_9Mi0s7y1H1zg4Uh,"Agnostic,Nothing in particular",I was raised in the Catholic tradition but never truly had faith.,Never,Not at all important,Seldom,More than one non-religious identity,Non-religious
R_3PAFoA2e3StE0iX,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_21snNIO3ALPzriq,Nothing in particular,I am a former Catholic who now believes in a little bit of everything spiritually but mostly think in terms of scientific explanations lately,Never,Not too important,A few times a month,Nothing in particular,Non-religious
R_2EbLpaKr6fHU3GN,"Agnostic,Atheist","Raised ""born again"" but I have not believed in any faith since I was a preteen",Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_1HqbdG6jyf3Mc2L,Atheist,Open to interpretations of the universe and curious about the strange mystery that is our conscious existence. I just dont really believe in a singular being or entity as god.,Never,Not at all important,Seldom,Atheist,Non-religious
R_10CcspRkSL2Kmrm,"Some other kind of Christianity (Please describe below.),Spiritual but not religious,Nothing in particular",NA,A few times a year,Somewhat important,A few times a week,More than one religion/spirituality,More than one religion/spirituality
R_Us7IYnyHrmI1RD3,Spiritual but not religious,NA,Never,Somewhat important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_2742lgOt45Zg0Lp,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_5uNnuyvpgQgqVe9,Spiritual but not religious,NA,Never,Somewhat important,Once a day,Spiritual but not religious,New Age / Spiritual
R_1NndwsMtdi7jWpa,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1LLIcCJqvr1vnOm,Spiritual but not religious,NA,Never,Not too important,Once a day,Spiritual but not religious,New Age / Spiritual
R_2fJSGbuJuKW4x5V,Muslim,NA,Seldom,Somewhat important,A few times a month,Muslim,Other World Religion
R_3np9oKmPU6rjJwB,NA,NA,Seldom,Not too important,Seldom,NA,Other
R_23azm1DSRA2KsWq,Some other kind of Christianity (Please describe below.),NA,Never,Not at all important,Never,Some other kind of Christianity (Please describe below.),Christian
R_e8WNwG5T8c8BPKV,Muslim,NA,Seldom,Somewhat important,A few times a week,Muslim,Other World Religion
R_cutRvuzGfENm2qd,Catholic,NA,Once a week,Not too important,Seldom,Catholic,Christian
R_ahnGB8qblhIf8XL,Catholic,I feel like we are all interacting with God whether we know it or not.,Once a week,Very important,Several times a day,Catholic,Christian
R_1mjYEAhUp2vwIQ8,Protestant,I am very religious.,Once a week,Very important,Once a week,Protestant,Christian
R_1JCwXlAtrnumoUq,Protestant,I am very religious.,Once a week,Very important,Once a week,Protestant,Christian
R_339yBU9hexv2ola,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3s0oihtNyfUQRrA,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1g0ycpvDF2s0AAz,Catholic,NA,Once a week,Somewhat important,A few times a week,Catholic,Christian
R_1EZImiag93XxqE3,"Protestant,Christian, no specific denomination,Spiritual but not religious",I was raised evangelical calvinist but now I'm just a very vaguely spiritual christian with no specific denomination and I am not particularly religious,Seldom,Somewhat important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_1jkahucKUph52xn,Atheist,"Raised Catholic, but became Atheist somewhat recently.",Never,Not too important,Never,Atheist,Non-religious
R_1JEKxzWvalU5Geo,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_xsIBduesQjjJrI5,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_30iPjAaXKqj0b56,Protestant,no,Never,Not at all important,Never,Protestant,Christian
R_0quHqTWSEwG9dVD,"Christian, no specific denomination","I would have chosen ex-vangelical for my religion, but didn't see that choice.",Once a week,Very important,Once a day,"Christian, no specific denomination",Christian
R_12baCXhBAhitZot,"Christian, no specific denomination",NA,A few times a year,Very important,A few times a week,"Christian, no specific denomination",Christian
R_3oR4xIYx3GlV282,Agnostic,Was born into the LDS/ Mormon faith and switched to be agnostic when I became an adult,Never,Not too important,Never,Agnostic,Non-religious
R_3QQQwhBuneirdJM,"Evangelical or ""born again""","In my opinion I do not believe people have power or abilities. I believe only God or evil spirits can do supernatural things not people. You can do rituals or try to direct ""mental energies"" but I believe that people do not have the power or ability in themselves. That is my opinion",More than once a week,Very important,Once a day,"Evangelical or ""born again""",Christian
R_3qO68LuNOjCQsHD,"Pagan, Wiccan, or other New Age faiths",NA,Never,Somewhat important,Seldom,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_2CqvzbtokIAEtRa,Catholic,NA,A few times a year,Somewhat important,Once a week,Catholic,Christian
R_3JsaRor7rrzDsmf,"Christian, no specific denomination",NA,Seldom,Somewhat important,Seldom,"Christian, no specific denomination",Christian
R_1rOCUB68c71lhsn,Catholic,Nothing,Seldom,Somewhat important,Seldom,Catholic,Christian
R_Atlcc926Ty4bX0J,Some other kind of Christianity (Please describe below.),NA,Seldom,Somewhat important,Never,Some other kind of Christianity (Please describe below.),Christian
R_2uwfFFKRTawP1tN,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3Mfy8FehxNFMw27,Atheist,"Raised in christian household, slowly became more atheist over time.",A few times a year,Not too important,Seldom,Atheist,Non-religious
R_3MicFDg1qBdLFTd,Spiritual but not religious,NA,Seldom,Not too important,Seldom,Spiritual but not religious,New Age / Spiritual
R_3NFkoQMUiATvv9K,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2E6jiGZWEsWNw7r,Nothing in particular,NA,Never,Not too important,Never,Nothing in particular,Non-religious
R_2ZCZIIPCxlY8Cej,Agnostic,NA,Seldom,Not at all important,Seldom,Agnostic,Non-religious
R_3POkW12rDCj4FrL,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_3hrxb3RJagGyzPk,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_xzQs5gzFrZCg1ZT,"Jewish,Agnostic",There is plenty I don’t know,A few times a year,Somewhat important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_3EXYnf7D0TvAWMe,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_1ffwB10giw3Jg5D,Spiritual but not religious,NA,Seldom,Not too important,A few times a month,Spiritual but not religious,New Age / Spiritual
R_3JJWFPez8DPjPbC,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_2roNWxDvcva40em,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",NA,Once or twice a month,Somewhat important,A few times a month,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_2ANLfragl0midBu,Nothing in particular,"I was raised without religion, and I am thankful for that.",Never,Not at all important,Seldom,Nothing in particular,Non-religious
R_3PyHd7a7UIdSecN,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_26btvmMziNRPb3B,"Evangelical or ""born again""",n/a,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_242ENfNEy3PT4pu,Catholic,NA,Never,Somewhat important,Once a day,Catholic,Christian
R_1DM6Gpz7SX4AXYs,Catholic,NA,A few times a year,Very important,Once a day,Catholic,Christian
R_31Mz9N6QPfMHSTy,Protestant,NA,Seldom,Not too important,Seldom,Protestant,Christian
R_2RQ9uWzoMKPd6OB,Muslim,NA,Never,Somewhat important,Several times a day,Muslim,Other World Religion
R_3rX1c0WnENfXrDH,Catholic,NA,A few times a year,Somewhat important,Once a week,Catholic,Christian
R_2Sp0ecNywlX5L0w,Protestant,NA,Seldom,Somewhat important,Once a day,Protestant,Christian
R_3HOCavIyZxfyMIq,Protestant,NA,Once a week,Very important,A few times a week,Protestant,Christian
R_2PzoMt9WX74jitf,Catholic,NA,A few times a year,Somewhat important,A few times a week,Catholic,Christian
R_1BSh6XVNW7Kla8i,Catholic,NA,Seldom,Somewhat important,Seldom,Catholic,Christian
R_yPDE6vVkxwMYjo5,"Pagan, Wiccan, or other New Age faiths",I’m Norse pegan.,Never,Not too important,Seldom,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_3KrvYg57TeiZWYV,"Buddhist,Something else (Please describe below.)",NA,Once a week,Very important,NA,More than one religion/spirituality,More than one religion/spirituality
R_2Xj7nHlkLsaCXbH,Catholic,NA,Seldom,Somewhat important,Seldom,Catholic,Christian
R_ZLaT2zIHlmwmY9j,Catholic,NA,Seldom,Not too important,Never,Catholic,Christian
R_3EnTPMEAfzFJXRe,Protestant,NA,Never,Very important,Several times a day,Protestant,Christian
R_3KUay3YLx7BryoI,Catholic,none,Once or twice a month,Very important,A few times a week,Catholic,Christian
R_uyKQLdOIFS6fEqJ,"Pagan, Wiccan, or other New Age faiths,Atheist","Generally atheist about the existence of spirits or outside Gods. I do feel that nature has some power so I'm a bit pagan. And be nature, I mean we are all quantum entangled so we all affect each other in small ways, including plants and animals.",Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_3dHcL5nxkWy1V57,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_32YjyyXU1Zt6ghS,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2Yu00pPxlfT0Hww,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2Xj1U7wgYAuC60p,"Agnostic,Nothing in particular",NA,Never,Not at all important,Seldom,More than one non-religious identity,Non-religious
R_1rra3eMGtPwmur5,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_25KOY9fbfEXuQIP,Spiritual but not religious,NA,Never,Not too important,Seldom,Spiritual but not religious,New Age / Spiritual
R_2WwiAtaxYrveIWC,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_RFtTS8cX3DaCfPr,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Once a week,"Christian, no specific denomination",Christian
R_bEPCXV1vPjqAOyt,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3QLsePZ2XBHuh8a,Protestant,NA,Seldom,Very important,Once a day,Protestant,Christian
R_3RkI51mdcOMJEa1,Spiritual but not religious,NA,Never,Somewhat important,Seldom,Spiritual but not religious,New Age / Spiritual
