ResponseId,spev_score,demo_part1_gender,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,demo_godcommunicate,demo_part3_tongues,demo_spiritfilled,demo_part3_giftshs,demo_part3_free,sleep_11,religion_cat,religion_denom,sleep_11_std,ISQ_raw,ISQ_std,pray_freq_PEW,pray_freq_PEW_num,group
R_6zZmNXJyRYgRJbb,0.2,Woman,Catholic,NA,Seldom,Not too important,Never,Yes,No,No,No,NA,0,Catholic,Christian,-0.518668697,2,0.24857077567475053,Never,1,All Christian
R_71J0uqaN9zMindL,0,Man,Agnostic,NA,Seldom,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.8,-0.807700052,Never,1,All Participants
R_77ixr3hTgedngCR,0.8181818181818181,Man,"Protestant,Member of a historically Black church",NA,Once or twice a month,Very important,Several times a day,Yes,Yes,Yes,Yes,NA,1,More than one Christian identity,Christian,0.43070420230895456,1.6,-0.1035195,Several times a day,7,All Christian
R_7NBFxwRa1TKKYbn,0,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,2,0.24857077567475053,Never,1,All Participants
R_7Vbc19D4nvhFtCN,0.9375,Woman,Protestant,NA,Once a week,Very important,A few times a week,Yes,Yes,Yes,Yes,NA,-1,Protestant,Christian,-1.468041596,1.5,-0.191542069,A few times a week,5,All Christian
R_7VXphXadvtmJKBX,0.6666666666666667,Woman,"Some other kind of Christianity (Please describe below.),Spiritual but not religious",It has never been of paramount importance to me.,Never,Not too important,A few times a week,NA,NA,NA,NA,"I pray for the protection and well-being of others, and for guidance. But I dont consider myself religious, maybe just hopeful.",2,More than one religion/spirituality,More than one religion/spirituality,1.3800771015453797,2.4,0.6006610514434747,A few times a week,5,All Participants
R_821vb9sauNZYCU9,0,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Atheist,Non-religious,-1.468041596,2.2,0.4246159135591128,Never,1,All Participants
R_8229hPIoBA0Q25z,0,Man,Agnostic,No religious affiliation but I love nature.,Never,Not at all important,Never,NA,NA,NA,NA,I get out in nature all of the time.,2,Agnostic,Non-religious,1.3800771015453797,2.2,0.4246159135591128,Never,1,All Participants
R_865CEyhsxDQG7S1,0,Man,Nothing in particular,NA,Seldom,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,0.8,-0.807700052,Never,1,All Participants
R_88MDR2kqwycadxv,0.33333333333333337,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,1.8,0.072525638,Never,1,All Participants
R_8d0tDRX7LvlJbNL,1.1428571428571428,Man,Protestant,NA,A few times a year,Very important,Once a day,Yes,Yes,Yes,Yes,NA,-1,Protestant,Christian,-1.468041596,1.2,-0.455609776,Once a day,6,All Christian
R_8fhhcQjZFwY4E6d,0,Man,Spiritual but not religious,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,0,-1.511880603,Never,1,All Participants
R_8H5c7lb8xwEoDg5,0.38888888888888895,Woman,Something else (Please describe below.),"I was raised as a ""Southern Baptist"" Christian. As an adult, I identify as a Unitarian Universalist (UU). I am currently exploring the intersections between Christianity and Buddhism and incorporate both prayer and Vipassana (Buddhist) meditation into my daily spiritual practice.",A few times a year,Somewhat important,Once a day,NA,NA,NA,NA,NA,1,Something else (Please describe below.),Other,0.43070420230895456,2.2,0.4246159135591128,Once a day,6,All Participants
R_8HurWTyq76dGaAx,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,3.8,1.8329770166340096,Never,1,All Participants
R_8pSdl8IWPAThZ1D,0.090909091,Woman,"Spiritual but not religious,Agnostic,Nothing in particular",NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,0.6,-0.98374519,Seldom,2,Evangelical Christian
R_8qtUf7zudsBzIMV,0.11764705882352938,Woman,"Christian, no specific denomination,Some other world religion (Please describe below.),Spiritual but not religious",NA,Never,Somewhat important,Seldom,No,No,No,No,NA,0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,0.25,-1.291824181,Seldom,2,All Participants
R_8rbHgrLEIGY6Z0Z,0.8571428571428571,Woman,Member of a historically Black church,NA,A few times a year,Somewhat important,Several times a day,Yes,Yes,Yes,Yes,NA,0,Member of a historically Black church,Christian,-0.518668697,0.4,-1.159790327,Several times a day,7,All Christian
R_8wf2oPdTBeZNnbP,0.1363636363636364,Something else (Please feel free to say more below.),Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,Agnostic,Non-religious,-2.417414495,3.2,1.3048416029809236,Never,1,All Participants
R_9A1a3AJEnb0rnYl,0.27272727272727276,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,3,1.1287964650965612,Never,1,All Participants
R_9AMdkDsO3LPdbDX,0.049999999999999996,Woman,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Nothing in particular,Non-religious,1.3800771015453797,1,-0.631654914,Never,1,All Participants
R_9EkJv8FWQ7nPgOJ,0.5,Woman,"Evangelical or ""born again""",I use prayer and meditation on Scripture to get rid of satan and his demons when they bother me.,More than once a week,Very important,Several times a day,Yes,No,Yes,Yes,I have been a Southern Baptist as long as I can remember.,0,"Evangelical or ""born again""",Christian,-0.518668697,1.2,-0.455609776,Several times a day,7,Evangelical Christian
R_9LxKok9cqfS92UN,0.9411764705882352,Woman,"Spiritual but not religious,Something else (Please describe below.)",N/A,Never,Very important,Several times a day,NA,NA,NA,NA,N/A,2,More than one religion/spirituality,More than one religion/spirituality,1.3800771015453797,1.8,0.072525638,Several times a day,7,All Participants
R_9mfKJOW2XtijCy5,0,Man,Atheist,I was raised Jewish,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,0.8,-0.807700052,Never,1,All Participants
R_9mFS8hu7Oyi4MVP,0.090909091,Woman,Nothing in particular,NA,Seldom,Not at all important,Never,NA,NA,NA,NA,NA,1,Nothing in particular,Non-religious,0.43070420230895456,1.6,-0.1035195,Never,1,All Participants
R_9mGCALiaz0WLQ3f,2.4285714285714284,Woman,Protestant,no,Seldom,Somewhat important,A few times a week,Yes,No,Yes,Yes,no,1,Protestant,Christian,0.43070420230895456,1.4,-0.279564638,A few times a week,5,All Christian
R_9Mi0s7y1H1zg4Uh,0.15789473684210523,Man,"Agnostic,Nothing in particular",I was raised in the Catholic tradition but never truly had faith.,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,More than one non-religious identity,Non-religious,-0.518668697,3,1.1287964650965612,Seldom,2,All Participants
R_9oeQGcD21xdZqFz,0,Woman,"Christian, no specific denomination",NA,Never,Not at all important,Seldom,No,No,No,No,NA,0,"Christian, no specific denomination",Christian,-0.518668697,2.6,0.7767061893278371,Seldom,2,All Christian
R_9otflp2XMY2MiiZ,0.18181818181818177,Woman,"Christian, no specific denomination",NA,Never,Not too important,Once a week,NA,NA,NA,NA,NA,0,"Christian, no specific denomination",Christian,-0.518668697,1.75,0.028514353,Once a week,4,All Christian
R_9SJV5tEmomOKZHP,1,Woman,"Protestant,Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,Yes,Yes,Yes,Yes,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,0.2,-1.335835465,Several times a day,7,Evangelical Christian
R_9STaD2po4h4QkrD,0.045454545,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,Agnostic,Non-religious,-2.417414495,3,1.1287964650965612,Never,1,All Participants
R_9tYnDPAlA9BROI9,0.090909091,Man,Agnostic,NA,Never,Not too important,A few times a month,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,3,1.1287964650965612,A few times a month,3,All Participants
R_9uUYV8MagCBLSU1,0.045454545,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,2.2,0.4246159135591128,Never,1,All Participants
R_9vhqYJ4Ocn2CPzH,0.47619047619047616,Woman,Agnostic,NA,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,2.2,0.4246159135591128,Seldom,2,All Participants
R_9WUI71iuygzWzS1,0,Woman,Atheist,There is no gods or demons and  as an academic how dare you spread the propaganda that there is,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,2,0.24857077567475053,Never,1,All Participants
R_9YuZ0gejtc5OEVj,0.090909091,Man,Atheist,No,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,0.4,-1.159790327,Never,1,All Participants
R_9ZAmJVJyFU5Fjgd,0,Man,Catholic,NA,Never,Not too important,Never,Yes,NA,Yes,Yes,NA,1,Catholic,Christian,0.43070420230895456,1.3333333333333333,-0.338246351,Never,1,All Christian
R_A1KgCuH3Ydnzpkd,0.590909091,Woman,Catholic,NA,Once a week,Very important,Several times a day,No,No,Yes,Yes,NA,1,Catholic,Christian,0.43070420230895456,1.6,-0.1035195,Several times a day,7,All Christian
R_a3jVnEMceTJsVxf,0.38888888888888895,Man,Catholic,NA,Once or twice a month,Somewhat important,Once a week,Yes,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,1.6,-0.1035195,Once a week,4,All Christian
R_A5JaxZnQ9FQ9GA9,1.0526315789473684,Woman,"Christian, no specific denomination",NA,Never,Somewhat important,Once a day,NA,NA,NA,NA,NA,1,"Christian, no specific denomination",Christian,0.43070420230895456,0,-1.511880603,Once a day,6,All Christian
R_A5V38JKFWTqAXsJ,0.11111111111111108,NA,"Catholic,Atheist",NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,More than one religion/spirituality,More than one religion/spirituality,-2.417414495,1,-0.631654914,Never,1,All Participants
R_A7pErpReDCKvKVj,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,2.8,0.952751327,Never,1,All Participants
R_a99hcqVJZsAX03v,0.090909091,Woman,Agnostic,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,1,-0.631654914,Seldom,2,All Participants
R_AajNxD7kZlA5H8J,0.045454545,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,1,-0.631654914,Never,1,All Participants
R_AarWGrdzbfUfwDD,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,1.2,-0.455609776,Never,1,All Participants
R_ABXHqljxYBgn80V,0.4,Woman,"Pagan, Wiccan, or other New Age faiths",NA,Seldom,Not too important,Once a day,NA,NA,NA,NA,NA,2,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual,1.3800771015453797,1.6,-0.1035195,Once a day,6,All Participants
R_AcifPjZ5TXgsDN7,0.29999999999999993,Man,Catholic,NA,Once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,2.2,0.4246159135591128,Several times a day,7,All Christian
R_AFC88M2QR1prWIp,1.4545454545454546,Woman,Spiritual but not religious,NA,Never,Not at all important,Once a day,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,2.2,0.4246159135591128,Once a day,6,All Participants
R_Agl2pPt5xQi2Avv,0.6363636363636365,Woman,Spiritual but not religious,I watch a Unitarian broadcast on FaceBook. I'm a mix of Christian and Wiccan...I can't explain it. It works for me and I'm so blessed.,Once a week,Somewhat important,Once a day,NA,NA,NA,NA,"I don't so much as just talk to my Higher Power. I'm a widow and my husband told me good-bye and how much he loved me in a dream that night. The next day I was going to kill myself, but, my neighbors mother sat on my bed and I just felt love. Her mother passed away in 1994 in a home during a tornado that sat where my home sits now. She said it was her mother after I described her. I don't know if it ""real"" or simply my grief, but, I'm still alive because of it.",2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,0.2,-1.335835465,Once a day,6,All Participants
R_ahnGB8qblhIf8XL,0.090909091,Man,Catholic,I feel like we are all interacting with God whether we know it or not.,Once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,2,Catholic,Christian,1.3800771015453797,3,1.1287964650965612,Several times a day,7,All Christian
R_ahsTVzB4BpaaSxX,0.5333333333333334,Man,Nothing in particular,IDK what it is technically. like the difference between spiritual or nothing in particular (or how that differs from something else) so I had to use best guess here. it might be spiritual or unaffiliated im not sure which,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,0.5,-1.071767758,Never,1,All Participants
R_Ajnut7H6I9mTinv,0.16666666666666669,Woman,Jewish,NA,A few times a year,Somewhat important,A few times a month,NA,NA,NA,NA,NA,1,Jewish,Other World Religion,0.43070420230895456,1.4,-0.279564638,A few times a month,3,All Participants
R_AM8nNwQrMiLfbeV,1,Woman,Spiritual but not religious,I can't really think of anything at this time,A few times a year,Somewhat important,A few times a week,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,1.4,-0.279564638,A few times a week,5,All Participants
R_ApxYRN6de90CC53,0.090909091,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,0.6,-0.98374519,Never,1,All Participants
R_AsKp47bIkvE2bIt,0.045454545,Man,Protestant,NA,Never,Somewhat important,A few times a month,NA,NA,NA,NA,NA,1,Protestant,Christian,0.43070420230895456,0.4,-1.159790327,A few times a month,3,All Christian
R_Atlcc926Ty4bX0J,0,Woman,Some other kind of Christianity (Please describe below.),NA,Seldom,Somewhat important,Never,NA,No,No,No,NA,0,Some other kind of Christianity (Please describe below.),Christian,-0.518668697,1.6,-0.1035195,Never,1,All Christian
R_AvY7rw03ek8xA89,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Atheist,Non-religious,-1.468041596,2.6,0.7767061893278371,Never,1,All Participants
R_aWuLv9KQUPggahr,0.4545454545454545,Woman,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Seldom,Yes,No,Yes,No,NA,0,"Christian, no specific denomination",Christian,-0.518668697,4,2.009022154518372,Seldom,2,All Christian
R_Azf6xfP4WksK5O1,0.3636363636363636,Man,Agnostic,none!,Seldom,Not at all important,Seldom,NA,NA,NA,NA,none!,-1,Agnostic,Non-religious,-1.468041596,3,1.1287964650965612,Seldom,2,All Participants
R_AzgiPaYod55c0F3,0.27272727272727276,Woman,Catholic,none,Never,Not too important,A few times a month,NA,NA,NA,NA,i am more spiritual than religious,2,Catholic,Christian,1.3800771015453797,1.6,-0.1035195,A few times a month,3,All Christian
R_b46YekmVSPXOMsV,0.45454545454545453,Woman,Spiritual but not religious,NA,Seldom,Somewhat important,Once a day,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,0,-1.511880603,Once a day,6,All Participants
R_BAgfTecmTd8ns8V,0,Woman,Agnostic,Nothing I can think of.,Never,Not at all important,Never,NA,NA,NA,NA,Nothing I can think of.,0,Agnostic,Non-religious,-0.518668697,3.4,1.4808867408652855,Never,1,All Participants
R_bDCdt4oMoeVxnXj,0.5,Woman,Catholic,NA,Never,Somewhat important,A few times a month,NA,NA,NA,NA,NA,-1,Catholic,Christian,-1.468041596,0,-1.511880603,A few times a month,3,All Christian
R_bEPCXV1vPjqAOyt,0.090909091,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Agnostic,Non-religious,-1.468041596,2.4,0.6006610514434747,Never,1,All Participants
R_bEPv8ZzZZRT4Ulr,0.5238095238095238,Man,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,Yes,No,Yes,No,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,3.8,1.8329770166340096,Several times a day,7,Evangelical Christian
R_bINCR9Gu9wVhT5D,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,0.2,-1.335835465,Never,1,All Participants
R_bIt8wAOJPfoU9Kp,0.13636363636363638,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,1.2,-0.455609776,Never,1,All Participants
R_bK5uiBK9Mkv7s1r,0.1818181818181818,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,3.4,1.4808867408652855,Never,1,All Participants
R_BKE03eVUBQ5Zr7X,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,2.2,0.4246159135591128,Never,1,All Participants
R_bkMrCNv57R02t69,0.7894736842105262,Woman,Something else (Please describe below.),I was raised Catholic.  From childhood I saw it as ridiculous and discontinued going as soon as I was able.  I don't believe religion has anything to do with spirituality.  Spirituality is a one on one with the energy that is unexplained.,Never,Not at all important,Never,NA,NA,NA,NA,I have two vivid life changing mystical/spiritual experiences in my life so far.  I feel blessed and have purpose.,0,Something else (Please describe below.),Other,-0.518668697,2.8,0.952751327,Never,1,All Participants
R_BLHzRVcGj5pz2N3,1.5,Woman,Protestant,Although I rarely go to church anymore (because of people that go just to gossip)  I am a Baptist.,Seldom,Somewhat important,Once a day,Yes,No,Yes,Yes,NA,0,Protestant,Christian,-0.518668697,2.2,0.4246159135591128,Once a day,6,All Christian
R_bmBkqw0PM9Kq0tb,1.5,Woman,Spiritual but not religious,NA,Seldom,Not at all important,A few times a week,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,1.4,-0.279564638,A few times a week,5,All Participants
R_bOAThiAcGREBEYx,0.33333333333333337,Woman,Catholic,:),Seldom,Very important,A few times a week,Yes,No,Yes,Yes,:),2,Catholic,Christian,1.3800771015453797,3,1.1287964650965612,A few times a week,5,All Christian
R_bPfbZZmUdgTDV0B,0,Man,Some other kind of Christianity (Please describe below.),NA,A few times a year,Not too important,Never,No,No,NA,Yes,NA,1,Some other kind of Christianity (Please describe below.),Christian,0.43070420230895456,2,0.24857077567475053,Never,1,All Christian
R_bPWETG0ORgQbs7T,0.2352941176470588,Man,Spiritual but not religious,NA,Seldom,Not at all important,Never,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,2.8,0.952751327,Never,1,All Participants
R_BQDUAsPQwNkoec1,1.5909090909090908,Man,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Seldom,Yes,No,Yes,Yes,NA,2,"Christian, no specific denomination",Christian,1.3800771015453797,2.6,0.7767061893278371,Seldom,2,All Christian
R_BQyjGxgKEvvYTmx,0.523809524,Woman,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,Yes,No,Yes,Yes,NA,1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.8,0.072525638,Several times a day,7,Evangelical Christian
R_BS6h1iAOJEi4ZGx,0.7619047619047619,Man,"Protestant,Agnostic",NA,Never,Not at all important,Seldom,NA,No,NA,NA,NA,1,More than one religion/spirituality,More than one religion/spirituality,0.43070420230895456,1.8,0.072525638,Seldom,2,All Participants
R_BSnF3lRd6XZNyFz,1.0909090909090908,Man,NA,NA,Never,Not too important,Seldom,NA,NA,NA,NA,NA,-1,NA,Other,-1.468041596,1.2,-0.455609776,Seldom,2,All Participants
R_BtTVSQH0uExv73j,0.1363636363636364,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,2.4,0.6006610514434747,Never,1,All Participants
R_bxtHcLKETozbKBX,0,Woman,"Agnostic,Atheist",NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,More than one non-religious identity,Non-religious,-1.468041596,2.8,0.952751327,Never,1,All Participants
R_byJrZr5h5v0fHqx,0.4666666666666667,Woman,Protestant,"After people close to me die, i sometimes feel them visit a few days later. This was especially true with the man a was married to. Sound, smells,felt presence-- all of it.",Once or twice a month,Somewhat important,Once a week,Yes,No,Yes,Yes,NA,1,Protestant,Christian,0.43070420230895456,1.4,-0.279564638,Once a week,4,All Christian
R_bynQVj7XCMoVChj,0.27272727272727276,Woman,Catholic,NA,A few times a year,Not too important,A few times a month,Yes,No,Yes,Yes,NA,1,Catholic,Christian,0.43070420230895456,0.8,-0.807700052,A few times a month,3,All Christian
R_BYwtbGNhdM76vgB,0,Woman,Agnostic,NA,Seldom,Not at all important,A few times a month,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,4,2.009022154518372,A few times a month,3,All Participants
R_Ca8QSy3qE3Yqxih,0.26315789473684215,Woman,"Atheist,Something else (Please describe below.)","I'm a secular humanist, but not sure if that counts as a religious or not.",Seldom,Somewhat important,Never,NA,NA,NA,NA,No.,2,More than one religion/spirituality,More than one religion/spirituality,1.3800771015453797,3,1.1287964650965612,Never,1,All Participants
R_cCvPxoixzQpY2Jz,0.6363636363636364,Woman,Spiritual but not religious,NA,Seldom,Somewhat important,A few times a month,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,3.2,1.3048416029809236,A few times a month,3,All Participants
R_CdW7YTUB8DUYQCZ,0.2727272727272727,Man,Catholic,NA,Seldom,Somewhat important,A few times a month,Yes,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,4,2.009022154518372,A few times a month,3,All Christian
R_CfPMCo2wkyMM5ln,1.9333333333333331,Woman,Protestant,NA,A few times a year,Somewhat important,Several times a day,Yes,NA,Yes,Yes,NA,2,Protestant,Christian,1.3800771015453797,2.8,0.952751327,Several times a day,7,All Christian
R_Cgkjbo3AKW6K1KF,0.40909090909090906,Man,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,0,"Christian, no specific denomination",Christian,-0.518668697,2.6,0.7767061893278371,Seldom,2,All Christian
R_cHFQtAgD3mwW2Ix,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,0.2,-1.335835465,Never,1,All Participants
R_cI3ATTKhadi5wQh,0.7894736842105262,Woman,Nothing in particular,NA,A few times a year,Not too important,A few times a month,NA,NA,NA,NA,NA,1,Nothing in particular,Non-religious,0.43070420230895456,2.6,0.7767061893278371,A few times a month,3,All Participants
R_Ck4AdZiPhSj2VmF,0.1764705882352941,Woman,"Spiritual but not religious,Nothing in particular",I consider myself to be more spiritual than religious.,Seldom,Not too important,A few times a month,NA,NA,NA,NA,"I used to attend religious ceremonies more as a child. While I did enjoy those experiences, I tend to be more private about my spirituality now.",1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.4,-0.279564638,A few times a month,3,Evangelical Christian
R_ClG8ZeSZ6Hntj0d,0,Man,Catholic,NA,Seldom,Not too important,Seldom,No,No,No,No,NA,0,Catholic,Christian,-0.518668697,1.4,-0.279564638,Seldom,2,All Christian
R_CmmKMjTxL1yad9L,0.33333333333333337,Woman,Catholic,NA,Seldom,Somewhat important,Seldom,Yes,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,4,2.009022154518372,Seldom,2,All Christian
R_cMuTXIgjAXQXzih,0.8125,Woman,Protestant,NA,Once a week,Very important,Several times a day,Yes,NA,Yes,Yes,NA,0,Protestant,Christian,-0.518668697,0.2,-1.335835465,Several times a day,7,All Christian
R_cOLwnO1YjPygj0R,0,Man,Atheist,i used to be a christian. but science is more logical to me now.,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,0.6,-0.98374519,Never,1,All Participants
R_cP94E6LYAT2gw9j,0.090909091,Something else (Please feel free to say more below.),"Jewish,Agnostic",NA,Never,Not too important,Seldom,NA,NA,NA,NA,NA,0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,2.4,0.6006610514434747,Seldom,2,All Participants
R_cutRvuzGfENm2qd,0,Man,Catholic,NA,Once a week,Not too important,Seldom,No,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,1.2,-0.455609776,Seldom,2,All Christian
R_CZwft9meMRPTK81,0.045454545,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,3.4,1.4808867408652855,Never,1,All Participants
R_D0mwH4SthbXL1g5,0,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.8,-0.807700052,Never,1,All Participants
R_d71R5KoC1dbayB3,0.045454545,Woman,Catholic,NA,Never,Not at all important,Seldom,No,No,No,No,NA,1,Catholic,Christian,0.43070420230895456,2.6,0.7767061893278371,Seldom,2,All Christian
R_d7sqpvslrnLX3sR,0.090909091,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,1.2,-0.455609776,Never,1,All Participants
R_da1MWH5PG8NSJXz,0.2727272727272727,Woman,Spiritual but not religious,no,Never,Not at all important,Several times a day,NA,NA,NA,NA,I'm spiritual not religious,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,2.6,0.7767061893278371,Several times a day,7,All Participants
R_DAx8sJeZbJtcCo9,2.2000000000000006,Woman,Spiritual but not religious,NA,Never,Very important,Once a day,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,0.2,-1.335835465,Once a day,6,All Participants
R_db4DmKUrDqJyRRn,0.090909091,Man,Protestant,NA,A few times a year,Somewhat important,Never,No,No,No,Yes,NA,1,Protestant,Christian,0.43070420230895456,0.4,-1.159790327,Never,1,All Christian
R_DBPmFca1Tz3RbZD,0,Man,Jewish,NA,Seldom,Somewhat important,A few times a month,NA,NA,NA,NA,NA,1,Jewish,Other World Religion,0.43070420230895456,2.2,0.4246159135591128,A few times a month,3,All Participants
R_DGLMwUnQMypOOJj,1.2857142857142858,Man,"Evangelical or ""born again"",Christian, no specific denomination",NA,Seldom,Very important,A few times a week,NA,Yes,Yes,Yes,NA,1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.5,-0.191542069,A few times a week,5,Evangelical Christian
R_dgReI7Nv2tU6dvr,0.33333333333333337,Man,Catholic,NA,A few times a year,Somewhat important,Once a day,NA,No,NA,Yes,NA,1,Catholic,Christian,0.43070420230895456,2,0.24857077567475053,Once a day,6,All Christian
R_di1T57vS4mnojWV,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,0.25,-1.291824181,Never,1,All Participants
R_DjAaa5dwPLirGYF,0,Woman,Spiritual but not religious,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,1.6,-0.1035195,Seldom,2,All Participants
R_DjK6g4tVqIzoGc1,0.090909091,Man,Atheist,None,Never,Not at all important,Never,NA,NA,NA,NA,None,2,Atheist,Non-religious,1.3800771015453797,2,0.24857077567475053,Never,1,All Participants
R_Dl2SSv2IytjX8lj,0.090909091,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,4,2.009022154518372,Never,1,All Participants
R_DMPaQFr5d7IQFIR,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,2.6,0.7767061893278371,Never,1,All Participants
